Unnamed: 0,SalePrice
1124,118608.12694660839
188,236022.55425764358
1727,253974.08418099163
1658,110724.45017642419
1424,204866.00449583336
100,312448.63342446915
56,160191.97840887215
1477,276204.43709335034
1650,156236.76121022317
1157,91411.61803180313
1402,138796.69273844163
212,211973.12058658933
1165,157832.76044790918
124,107995.4921845317
383,122981.58564858304
1007,112035.51792892966
342,129543.26774241828
1567,201025.03176112327
1630,322072.5187178799
1420,256551.91763985765
968,201941.3106111296
1480,214906.88499634917
984,159376.6719491361
1361,98222.87441911882
275,160695.66147077366
1414,250157.8036549916
611,190484.14963121232
1718,119146.71433489285
543,243202.35431107285
1486,96754.84605564321
1160,312086.6239972202
926,94610.31821583216
1907,115990.92267242566
211,177286.11574815016
299,206647.835323775
297,87391.8848623563
561,194182.79424716998
1283,216472.20677573932
480,388020.22134386
1419,71257.46711255194
1741,240556.73433792923
1318,257070.98077491857
1004,332626.0948927421
128,170995.05407936522
1352,72738.90250022736
1362,183991.95409443427
29,118429.21475384306
1112,122086.64942912942
1674,306497.4789208546
111,150791.740116563
281,342288.6566167035
1309,36604.27864996932
416,122113.94967023894
765,229243.17737205708
1867,133461.85066750663
1870,103982.85978172264
818,239864.883394575
1113,198429.05911656385
1654,123466.53774871418
583,167323.1508929213
1719,286551.4025773328
1859,61123.28707265726
1288,187175.2379493584
792,241842.31078785995
591,210323.3146871017
306,69302.32277816939
1858,277502.81069069786
70,253094.22733443417
1334,288200.4228728836
65,134237.88253310497
1572,232973.9230344795
903,320853.67108790355
786,335835.65774508665
239,178247.29526353837
433,137505.1399473491
231,207293.37712943542
701,201367.47200950212
674,138207.35857662628
857,179108.90216888735
979,279634.5072275392
610,122356.06426388718
1655,95301.80001591229
1897,334321.68051971786
978,146116.4880029219
1532,113860.1420022209
535,94889.57098451657
367,88339.50208681081
1272,235113.4389162485
1544,60752.43540394724
427,154551.05648016062
233,184734.71051785868
777,195991.30887326738
1431,142738.41597270366
438,225571.4468922356
1083,151752.39895229656
1802,207222.81076381894
350,134615.87921486536
544,101857.8193464139
710,217826.23133010714
307,139708.46332849778
861,138856.36481764627
1401,300799.0012758514
1594,84040.95728178347
69,228094.58722163536
220,168177.1125596886
1323,126454.88664424681
715,107976.21301907182
464,166283.7899241197
247,151116.84165916083
507,182339.5842556878
1628,47515.85505488969
1717,183711.91871827014
1847,112043.46200290353
99,319878.8134567101
1037,73558.24307653982
613,229441.7296203106
1763,207484.64588533883
368,129955.86513934145
305,105748.91323881227
494,166438.9526125914
321,202639.3547936213
2003,109181.23353215728
1766,245067.92449213436
712,155047.3657882752
1517,239052.31437734255
809,209804.5335083462
579,139079.58494947705
1984,271837.09939873335
1110,216839.0139559916
1034,122866.12004009666
570,171648.94748419608
1417,110566.0621353839
1712,150300.51502292464
1058,352138.66779509175
1987,154726.53410969352
1322,167514.25336175636
1370,70662.66899639585
1055,152577.87071122808
1878,177124.04326235666
2048,168676.15190002616
1125,77794.38008203053
1089,14857.648978980986
1777,132395.46602153702
514,88336.24873002275
1305,260147.77114518275
1230,237123.36581342775
986,362850.83154996054
374,179783.12344022596
1274,132336.1256607979
1444,177723.33750149937
1681,110057.94819480374
1653,130436.82189180431
1054,130142.24644063486
1670,253892.2547041758
1694,107361.57104723065
420,178054.15702914924
922,236345.94249225903
1427,154322.49360935838
874,168980.97599068368
836,182066.78148163194
973,113367.8003490233
907,246674.90190472914
1865,126361.83269797426
1954,164843.47747617503
1178,109876.12484838255
1553,198470.80911166235
599,131972.63150185265
115,211470.23559131872
1270,143508.5602576599
1612,261861.72373392803
2040,226654.5990954801
1646,146932.21564790668
1710,115784.2778351702
1573,200470.77938840468
534,170575.05500927463
354,152046.584013145
1329,270507.30292469537
1689,117101.8877449654
1837,121337.42808043209
555,121738.88086827041
429,211413.36346957105
1442,174353.42378826608
1868,159849.24582981537
886,175447.03212967655
120,96997.26494847142
1811,169111.042993887
1492,183310.50301738977
1992,140337.29521393834
210,157352.2005668179
1902,140427.71383718238
196,231183.52596826616
135,127688.94189814373
1524,153166.79601900783
581,21919.892353521136
1351,213168.83174378512
1111,162929.36847196094
2007,79883.96880745885
756,289295.5545086627
1626,198274.12740677813
2046,256449.3228860458
109,197474.8164935804
1053,115658.23479180314
1606,178094.35683670107
680,140401.65776680224
1176,114160.62512590404
1310,101342.2670360273
1151,220899.50613341285
63,134265.66148523163
1713,119106.254119158
289,212515.70816153748
785,128948.98602499146
529,365630.60881080007
806,172407.01970193817
1118,133555.7381749123
1170,398321.90971856297
1061,193693.9486101322
422,277879.1064418873
1498,176866.86425627075
915,263209.09325671295
1381,133223.38515584747
1116,113328.87052988805
1822,168626.3753085495
741,145403.59508665727
1177,193400.16209466942
1078,96401.09519477058
1816,228540.96941360863
254,196408.6077420642
997,106509.20146720138
1204,81866.48273390274
237,233117.15944238476
2043,113687.72509431692
554,71274.23808592273
23,171885.96399082002
1251,157511.9564312894
584,159282.08201061646
485,121455.2840124593
2014,210543.4634663832
1861,56217.30488227814
453,153475.60216239796
49,197753.77484811362
552,238867.97115538924
251,131097.19058260423
1100,113561.06781043336
1029,156153.9017248351
678,128088.84255585218
1608,200792.26651556685
414,302330.9530510479
593,200884.55858760094
173,171569.5401803871
483,249783.23410385265
1449,222338.9665588125
998,309939.51774853293
1696,239269.4442672208
1688,241709.96811432956
471,241433.24116577624
746,157640.27033071258
1435,203267.28320148672
1454,83059.33606690812
1343,361244.38164341764
1708,249274.37179700096
865,255527.43968857516
256,102090.25646831021
1735,180818.18337954185
1355,177107.79445477118
1304,323226.30535826006
1991,143127.45200299256
1131,234511.4557570484
925,123649.98219955101
394,143623.85786822485
637,282607.85960634274
298,147441.987090661
774,163205.3926024412
1754,76102.48517214658
1690,251583.0396109516
651,166347.83999104289
1639,329411.5525192288
270,331546.7524235068
1281,231550.3940117869
478,184543.41903603595
1521,163919.41687376486
1307,77291.84408918423
25,169294.66969083284
1988,177593.77268084942
78,191299.7147325362
1292,-12749.397762802051
32,232842.3794631788
527,91329.62755559877
495,80964.56798536565
1591,138337.18973818945
382,135230.8271220704
163,197753.77484811362
203,152933.16176322696
1665,125148.43697396724
743,190604.79844505954
1105,162930.74962939732
2044,167511.5635639736
1809,90166.0795703516
859,93823.26591233668
2018,176094.5939376458
479,219711.8106188055
324,117801.41226897569
316,305754.2407024766
1840,262757.37856806634
218,178712.73126268398
1983,196359.6019465353
1832,239890.27674993055
1730,155646.88867612625
1980,173155.45929907387
1912,181062.3501246435
59,175534.6314044214
366,103175.05659148059
1107,70616.14325330906
73,199986.48908793362
162,119771.09839986237
1471,148021.67153732164
1033,206117.29979919698
1181,159864.5997260781
1073,102888.58535718518
618,227300.8570911522
1782,188566.95346464
45,221704.74348284697
1001,119697.05073370249
1273,192363.25429117275
1740,173720.24500725517
948,187357.6982716677
76,88123.81166144682
1968,142969.59377555212
1973,196038.07081138546
1404,255048.26752353343
772,81782.17914911208
486,127342.41236475384
411,177653.76364005625
2015,205104.55535465767
30,314756.2659075653
1120,127485.52191307634
1552,133879.84110484205
361,359179.8608979293
1887,184312.20686810775
940,324930.9636545534
1610,224708.10972462874
538,202673.73865731253
1999,155025.95054249687
1607,170233.3695258859
1908,271321.96820794785
1613,207074.75738501767
344,199986.48908793362
44,112549.64476358266
949,297137.79246832745
168,60593.34144685262
303,105552.4574025793
351,79441.07603042437
450,106505.22609091469
352,98614.25904332432
1977,338358.9335327817
1523,312263.74810275144
1452,150515.89031073276
694,280204.7393310647
1433,256967.73489464493
432,-10760.486813906376
1900,174486.92833347557
788,194303.32142139573
1229,300792.35167545
602,152159.62124270765
353,146237.31405697987
567,222582.78806284626
1103,219793.80217988847
630,234208.1208494092
185,190744.0464426027
990,226002.35058299327
914,280604.4037215333
1972,126478.10620870665
1234,114286.65397420591
300,216242.10700112768
1249,229299.11961476883
1501,112687.35570145436
1551,323358.2619304474
1640,110170.20811257594
381,177871.61242206892
1985,194728.66602544638
1818,176444.5191493808
1022,110048.29187166724
175,211145.44742622736
1221,264372.99406902055
720,233614.52179796522
1651,214796.29616002901
123,100284.48206371625
393,163897.37323217743
812,219141.69991009525
590,126577.54486305927
39,141251.37996131135
1328,116826.35822474842
519,335510.0219170662
331,204873.11980266604
1576,132504.40785686154
194,228037.28575003997
1680,177557.76188954196
1789,164802.41672894993
1854,216160.1407018685
322,215170.0742830452
1476,95510.47465983349
266,115206.72818344235
764,171559.1211431617
1467,174510.56100079446
1360,197096.299904463
67,203486.7409295998
994,205098.7920675681
1791,218483.9825700883
692,27425.22568616565
706,275055.6928959353
1525,261033.32961314783
1421,269697.5653282982
1448,207017.64615877374
1771,321549.2305425481
966,200695.41207812697
1604,286582.4211775757
1827,218324.90506846205
1706,211125.82970093327
1852,84037.21036399384
987,199188.01650846156
1783,89109.50334776932
2045,311967.174046631
808,238886.9124953887
733,110540.41189010789
1882,214723.9341265756
1619,90580.59427832058
1701,224714.53053339038
1596,104500.36734081419
1743,118627.12376933877
1503,322075.6350085133
1935,277078.44091965584
1132,272231.8271536072
1347,243017.5009045403
261,74899.06980515923
1202,187873.93493558656
1974,112569.69273042803
240,189019.27823995805
1924,286213.6349718439
952,349687.6682316514
1052,189397.06067334636
1593,99255.22235847912
1114,142043.21091827555
576,126947.06148376208
365,115805.11951289678
1050,129036.69205011225
1271,295930.0892773005
845,243012.11952068127
767,158880.48542488448
1702,191666.66983396735
607,223293.9267881186
71,289138.5412288405
670,169511.05022813304
259,137390.0194342031
51,148378.70257038306
198,182611.2344355753
1669,156045.25393586612
679,61880.9179538669
332,389890.69076307095
1393,323147.8155977309
620,296132.02134165075
1843,214575.18854135135
1558,177616.27844861225
1216,125892.06886465446
1085,252179.60015988798
939,207606.2327726417
1578,154491.1512805703
730,150978.87834941782
426,101790.12207536849
1196,184041.8322858621
482,201967.43696123772
617,185676.5457769779
1962,217452.51133849425
704,72822.92674711318
2029,339721.48163580697
1510,148464.5796052578
1315,130270.30398996011
398,325485.83270447917
596,272309.6350888545
462,69859.16458830584
436,135788.975727049
192,214277.27439714657
1472,124767.68926153131
736,85523.87603762191
292,209760.55217802853
619,101888.90547717667
650,127185.54731994767
1990,282504.13314570463
1993,114952.5520600697
976,306117.98525088705
141,198306.1658656554
752,224482.38507592416
2,120969.37229828583
782,151210.83723688315
582,221281.46501151763
1920,127400.04708375872
1189,129169.25811283357
339,180678.16263842737
1894,143392.36632305797
408,67949.72145705373
1255,196158.01088861303
265,197547.46463027096
376,161979.86579268234
1106,208563.52327916017
2012,251901.14193068855
439,161151.63089007785
271,130650.4432243068
184,217604.80404217084
1605,253310.92557171662
244,116500.70491440539
572,167400.45290728
548,97651.26162706371
530,132994.91143310998
445,96731.81690960182
693,257296.33291551133
